TransactionID,PaymentMethod,PaymentProvider,Amount
78155,Cash,Cash,₱255.00
78157,E-wallet,GCash,₱581.25
78161,Credit Card,Visa,₱871.43
78163,Credit Card,Mastercard,"₱5,419.20"
78166,Debit Card,BDO Visa Debit,"₱1,879.84"
78168,Credit Card,Mastercard,"₱1,884.38"
78169,Cash,Cash,₱10.00
78171,Credit Card,Visa,"₱1,623.04"
78173,Credit Card,Mastercard,"₱2,532.59"
78174,Cash,Cash,"₱2,385.54"
78178,Complimentary,Complimentary,₱0.00
78179,Cash,Cash,₱105.00
78181,Cash,Cash,₱283.21
78184,E-wallet,GCash,"₱1,835.45"
78185,Cash,Cash,"₱1,845.91"
78187,Credit Card,Visa,"₱2,848.48"
78191,Cash,Cash,"₱3,236.79"
78193,Credit Card,Mastercard (AUB PayMate),"₱3,355.00"
78197,Credit Card,Diners Club,"₱1,729.69"
78205,GCash,GCash,₱588.63
78207,Debit Card,BDO,"₱1,045.00"
78212,Cash,Cash,₱343.13
78216,Cash,Cash,"₱3,000.98"
78221,E-wallet,GCash,₱163.39
78223,Debit Card,BDO,₱648.13
78225,Credit Card,Credit Card,"₱1,698.59"
78226,Debit Card,BDO,₱860.54
78226,Credit Card,Credit Card,₱397.59
78229,Debit Card,Debit Card,"₱1,612.91"
78229,Credit Card,Credit Card,"₱1,279.91"
78231,Debit Card,Debit Card,"₱1,111.07"
78235,Credit Card,Credit Card,₱310.35
78236,E-wallet,GCash,"₱3,409.46"
78237,E-wallet,GCash,"₱1,000.00"
78237,Credit Card,Credit Card,"₱4,106.14"
78239,Credit Card,Credit Card,"₱2,298.39"
78244,Credit Card,Credit Card,"₱1,835.45"
78249,Credit Card,Credit Card,"₱7,445.27"
78251,Credit Card,Credit Card,"₱1,704.73"
78256,Credit Card,Credit Card,₱860.54
78272,Debit Card,BDO,"₱1,859.11"
78276,Cash,Cash,₱160.71
78278,Credit Card,BDO,₱535.71
78280,Credit Card,BDO,₱636.43
78284,Cash,Cash,₱185.00
78284,Cash,Cash,"₱5,460.86"
78286,E-Wallet,GCash,₱395.00
78289,Cash,Cash,"₱1,594.59"
78290,Credit Card,BDO,"₱1,873.57"
78292,E-Wallet,GCash,₱225.00
78293,E-Wallet,GrabFood,"₱1,920.00"
78295,Credit Card,AUB PayMate,"₱4,057.59"
78297,Debit Card,BDO,"₱1,279.91"
78299,Credit Card,BDO Contactless (Mastercard),"₱1,269.02"
78301,Cash,Cash,"₱2,143.33"
78303,Credit Card,BDO Contactless (Visa Credit),"₱1,688.39"
78305,Credit Card,BDO Contactless (Mastercard),"₱1,416.07"
78307,Credit Card,BDO Contactless (Visa),"₱2,412.77"
78309,Credit Card,BDO Contactless (Mastercard),"₱1,693.84"
78311,Credit Card,BDO Contactless,"₱1,949.82"
78315,Debit Card,BDO,"₱1,639.38"
78317,Credit Card,AUB PayMate,"₱1,612.14"
78327,Credit Card,Credit Card,₱408.48
78329,Credit Card,Credit Card,"₱1,361.61"
78331,Cash,Cash,₱400.00
78333,Cash,Cash,"₱1,000.00"
78334,Credit Card,Credit Card,"₱2,027.15"
78336,Cash,Cash,"₱1,000.00"
78345,Debit Card,Debit Card,"₱2,076.47"
78349,Cash,Cash,"₱1,000.00"
78353,Cash,Cash,₱675.00
78357,Credit Card,Credit Card,"₱1,546.79"
78359,Debit Card,Debit Card,₱991.25
78363,Credit Card,Credit Card,₱925.89
78365,Credit Card,Credit Card,₱510.00
78369,Debit Card,Debit Card,"₱6,895.18"
78374,Credit Card,Credit Card,"₱2,805.25"
78376,Credit Card,Credit Card,"₱3,284.07"
78380,E-wallet,GCash,"₱2,167.68"
78382,E-wallet,GCash,"₱2,740.85"
78387,Credit Card,BDO,"₱1,105.63"
78389,Credit Card,BDO,"₱1,929.01"
78391,Debit Card,BDO,"₱3,780.95"
78393,Cash,Cash,"₱1,753.13"
78397,Credit Card,BDO,"₱1,361.61"
78400,Credit Card,BDO,"₱1,203.66"
78402,Credit Card,BDO,"₱1,247.23"
78404,Debit Card,BDO,"₱2,680.96"
78406,E-Wallet,GCash,"₱1,367.05"
78408,Credit Card,BDO,"₱1,791.74"
78410,Credit Card,BDO,"₱1,293.75"
78412,E-Wallet,GCash,"₱1,181.25"
78414,Credit Card,BDO,"₱1,492.32"
78416,Credit Card,BDO,"₱1,900.94"
78418,Credit Card,BDO,"₱7,022.50"
78420,Credit Card,BDO,"₱3,720.73"
78422,Credit Card,BDO,₱631.79
78424,Cash,Cash,₱266.88
78426,Debit Card,BDO,₱865.98
78428,Debit Card,BDO,"₱1,771.00"
78430,Credit Card,BDO,"₱1,457.50"
78433,Credit Card,BDO,"₱2,238.48"
78434,Debit Card,BDO,"₱2,026.07"
78436,Credit Card,BDO,"₱2,106.50"
78438,Debit Card,BDO,"₱1,844.38"
78441,GCash,GCash,"₱3,093.57"
78442,GCash,GCash,"₱1,721.07"
78445,GCash,GCash,"₱1,623.04"
78446,GCash,GCash,"₱5,217.68"
78455,Credit Card,Credit Card,"₱2,106.50"
78457,Credit Card,Credit Card,₱312.72
78459,Credit Card,Credit Card,"₱2,325.00"
78461,Credit Card,Credit Card,₱610.00
78463,Cash,Cash,₱518.84
78467,Debit Card,Debit Card,₱936.79
78471,Credit Card,Credit Card,"₱5,027.34"
78472,Credit Card,Credit Card,"₱2,423.66"
78473,Cash,Cash,₱620.00
78477,Credit Card,Credit Card,"₱1,868.13"
78481,Credit Card,Credit Card,"₱1,644.82"
78483,Credit Card,Credit Card,₱702.59
78491,GCash,GCash,"₱3,148.75"
78496,GCash,GCash,"₱4,090.27"
78501,Cash,Cash,₱762.50
78502,Credit Card,Visa,"₱2,194.91"
78503,Unknown,Temporary Bill,"₱2,407.32"
78505,Cash,Cash,₱260.71
78508,Cash,Cash,₱245.09
78510,GCash,GCash,₱895.00
78511,Unknown,Temporary Bill,₱729.82
78515,Unknown,Temporary Bill,"₱6,857.05"
78518,Credit Card,Mastercard,"₱4,754.73"
78520,Credit Card,Mastercard,"₱1,825.23"
78522,Credit Card,Visa,₱969.46
78524,Credit Card,Visa,₱404.65
78526,Credit Card,Visa,"₱1,851.79"
78528,Credit Card,Visa,"₱1,111.07"
78530,Credit Card,Visa,"₱2,374.64"
78537,Credit Card,Credit Card,"₱1,028.86"
78539,Credit Card,Credit Card,₱441.16
78541,Cash,Cash,₱106.07
78543,GCash,GCash,₱936.79
78546,GCash,GCash,"₱1,000.00"
78546,Credit Card,Credit Card,"₱9,165.71"
78550,Credit Card,Credit Card,"₱1,083.84"
78552,GCash,GCash,"₱1,165.54"
78554,Debit Card,Debit Card,₱724.38
78558,Credit Card,Credit Card,"₱1,960.71"
78558,Cash,Cash,"₱1,045.71"
78560,Credit Card,Credit Card,₱130.71
78561,GCash,GCash,"₱1,922.59"
78563,Credit Card,Credit Card,"₱2,211.76"
78566,Credit Card,Credit Card,"₱1,521.04"
78566,Credit Card,Credit Card,"₱3,044.98"
78570,Cash,Cash,"₱1,508.66"
78574,Credit Card,Credit Card,"₱2,804.91"
78579,Credit Card,Credit Card,"₱4,215.54"
78584,GCash,GCash,"₱1,113.05"
78588,Cash,Cash,"₱2,336.52"
78593,Cash,Cash,₱974.91
78598,Credit Card,Credit Card,"₱3,251.52"
78604,Cash,Cash,"₱1,584.91"
78612,Credit Card,Credit Card,"₱2,935.63"
78621,GCash,GCash,"₱1,113.05"
78635,Cash,Cash,"₱1,410.63"
78635,Cash,Cash,"₱2,129.55"
78639,Credit Card,Credit Card,"₱1,688.39"
78640,GCash,GCash,"₱1,644.82"
78642,Credit Card,Credit Card,"₱1,795.55"
78644,Cash,Cash,₱76.00
78648,GCash,GCash,₱462.95
78651,Cash,Cash,"₱1,033.80"
78654,Credit Card,Credit Card,₱212.41
78656,Cash,Cash,"₱1,058.54"
78658,Credit Card,Credit Card,"₱3,730.80"
78659,GrabPay,Grab,₱175.00
78660,Credit Card,Credit Card,"₱2,031.52"
78662,Credit Card,Credit Card,"₱2,144.20"
78666,Credit Card,Credit Card,"₱4,326.01"
78668,Credit Card,Credit Card,"₱4,446.84"
78669,Cash,Cash,"₱1,127.41"
78672,Credit Card,Credit Card,"₱11,470.77"
78673,Cash,Cash,₱931.34
78676,Debit Card,Debit Card,"₱4,155.43"
78679,Debit Card,Debit Card,"₱1,258.13"
78680,Credit Card,Credit Card,"₱1,971.61"
78681,Cash,Cash,"₱1,225.45"
78683,Cash,Cash,₱450.00
78684,Credit Card,Credit Card,"₱3,120.80"
78686,GCash,GCash,"₱1,639.05"
78690,Cash,Cash,"₱1,072.95"
78693,Credit Card,Credit Card,"₱3,610.98"
78697,GCash,GCash,"₱1,682.95"
78701,Credit Card,Credit Card,"₱4,493.30"
78706,Cash,Cash,"₱2,005.38"
78710,Cash,Cash,₱974.91
78715,Credit Card,Credit Card,"₱3,011.88"
78719,GCash,GCash,"₱1,998.84"
78731,Credit Card,Credit Card,"₱3,435.43"
78733,Credit Card,Credit Card,"₱3,944.58"
78735,Cash,Cash,₱10.00
78737,Credit Card,Credit Card,₱473.84
78739,Credit Card,Credit Card,"₱1,749.20"
78741,Cash,Cash,"₱2,117.50"
78743,GCash,GCash,"₱1,383.39"
78745,Credit Card,Credit Card,₱462.95
78747,Debit Card,Debit Card,"₱1,784.07"
78749,Credit Card,Credit Card,₱974.91
78754,Credit Card,Mastercard,"₱2,745.00"
78754,Credit Card,Credit Card,"₱2,745.00"
78757,Credit Card,Credit Card,"₱3,674.21"
78759,Cash,Cash,"₱1,818.84"
78761,Credit Card,Credit Card,"₱1,383.39"
78763,Credit Card,Credit Card,"₱3,714.83"
78771,Cash,Cash,"₱1,405.18"
78774,E-wallet,GCash,"₱1,813.66"
78778,Credit Card,Mastercard,"₱2,334.13"
78781,Cash,Cash,"₱1,296.25"
78785,Credit Card,Visa,"₱3,371.34"
78789,E-wallet,GCash,"₱2,015.18"
78794,Cash,Cash,"₱1,350.71"
78798,Credit Card,Credit Card,"₱2,815.80"
78803,GCash,GCash,"₱1,610.88"
78808,Cash,Cash,"₱1,056.61"
78814,Credit Card,Credit Card,"₱3,425.80"
78820,GCash,GCash,"₱2,009.73"
78827,Cash,Cash,"₱1,372.50"
78834,Credit Card,Credit Card,"₱2,672.27"
78841,GCash,GCash,"₱1,835.45"
78848,Cash,Cash,"₱1,187.32"
78853,Cash,Cash,"₱1,171.00"
78854,Credit Card,Mastercard,"₱1,862.68"
78858,Credit Card,Mastercard,"₱2,399.88"
78865,GCash,GCash,"₱1,372.50"
78871,Credit Card,Mastercard,"₱3,469.38"
78876,Cash,Cash,"₱1,944.38"
78881,Cash,Cash,"₱1,394.29"
78885,Credit Card,Mastercard,"₱2,739.55"
78890,GCash,GCash,"₱1,596.79"
78895,Cash,Cash,"₱1,045.71"
78901,Credit Card,Mastercard,"₱3,409.46"
78908,Credit Card,Mastercard,"₱1,977.05"
78909,GCash,GCash,"₱1,290.80"
78910,Cash,Cash,"₱2,113.21"
78911,Other Tender,Churchmate,₱796.38
78911,GCash,GCash,₱976.86
78912,Credit Card,Mastercard,"₱3,676.34"
78913,Credit Card,Mastercard,"₱3,115.36"
78914,Credit Card,Mastercard,"₱3,763.48"
78915,Credit Card,Credit Card,₱985.80
78917,GCash,GCash,₱333.93
78919,Credit Card,Credit Card,"₱1,535.89"
78922,Cash,Cash,₱424.82
78926,Credit Card,Credit Card,₱638.50
78928,Credit Card,Credit Card,"₱4,340.80"
78930,Credit Card,Credit Card,"₱4,476.96"
78934,Debit Card,Debit Card,₱915.00
78958,Credit Card,Credit Card,"₱1,990.12"
78959,Cash,Cash,"₱1,367.05"
78960,Credit Card,Mastercard,"₱2,608.84"
78960,Credit Card,Mastercard,"₱1,949.82"
78961,Credit Card,Mastercard,"₱3,295.09"
78962,Cash,Cash,"₱1,584.91"
78962,GCash,GCash,"₱1,230.89"
78963,Credit Card,Mastercard,"₱2,679.64"
78964,Credit Card,Mastercard,"₱3,420.36"
78964,Credit Card,Mastercard,"₱2,053.30"
78965,GCash,GCash,"₱1,601.25"
78966,GCash,GCash,"₱1,770.09"
78966,Credit Card,Mastercard,"₱3,463.93"
78967,Cash,Cash,"₱1,889.91"
78968,Credit Card,Mastercard,"₱1,216.38"
78969,Credit Card,Mastercard,"₱2,930.18"
78970,Credit Card,Mastercard,"₱4,122.95"
78970,Credit Card,Mastercard,"₱1,399.73"
78971,Credit Card,Mastercard,"₱3,965.00"
78972,Cash,Cash,"₱1,410.63"
78973,Cash,Cash,"₱2,009.73"
78974,Credit Card,Mastercard,"₱3,099.02"
78975,Credit Card,Mastercard,"₱3,502.05"
78976,GCash,GCash,"₱2,085.98"
78976,GCash,GCash,"₱1,410.63"
78977,Credit Card,Mastercard,"₱4,237.32"
79003,GCash,GCash,"₱1,018.14"
79004,Cash,Cash,"₱3,045.90"
79009,GCash,GCash,₱522.86
79011,Cash,Cash,₱642.86
79012,Cash,Cash,₱730.00
79015,Credit Card,Credit Card,"₱2,046.00"
79017,GCash,GCash,"₱1,149.20"
79021,Credit Card,Credit Card,"₱2,331.07"
79022,Credit Card,Credit Card,"₱2,347.41"
79024,Credit Card,Credit Card,"₱3,055.45"
79025,Cash,Cash,"₱1,568.57"
79028,Debit Card,Debit Card,"₱1,252.68"
79030,Credit Card,Credit Card,"₱3,333.21"
79032,Credit Card,Credit Card,₱223.30
79034,Debit Card,Debit Card,"₱3,817.95"
79035,Cash,Cash,₱201.52
79038,Cash,Cash,"₱1,743.79"
79040,Debit Card,Debit Card,"₱1,802.77"
79041,Cash,Cash,"₱4,400.71"
79044,GCash,GCash,"₱1,437.86"
79045,Cash,Cash,"₱1,410.63"
79048,Credit Card,Mastercard,"₱3,006.43"
79051,GCash,GCash,"₱2,064.20"
79054,Credit Card,Mastercard,"₱3,616.43"
79057,Credit Card,Mastercard,"₱1,486.88"
79060,Credit Card,Mastercard,"₱2,848.48"
79063,Credit Card,Mastercard,"₱4,319.02"
79066,Cash,Cash,"₱2,156.79"
79069,Credit Card,Mastercard,"₱3,436.70"
79072,GCash,GCash,"₱1,546.79"
79075,Credit Card,Mastercard,"₱3,033.66"
79078,Cash,Cash,"₱1,535.89"
79081,Credit Card,Mastercard,"₱3,687.23"
79085,GCash,GCash,"₱2,129.55"
79089,Credit Card,Mastercard,"₱4,373.48"
79093,Cash,Cash,"₱2,194.91"
79098,Credit Card,Mastercard,"₱3,932.32"
79103,GCash,GCash,"₱1,650.27"
79108,Credit Card,Mastercard,"₱3,202.50"
79112,Credit Card,Mastercard,"₱4,634.91"
79113,Credit Card,Credit Card,"₱2,128.13"
79114,GCash,GCash,"₱1,855.00"
79116,Credit Card,Credit Card,"₱1,410.63"
79118,Credit Card,Credit Card,"₱7,461.61"
79119,Credit Card,Credit Card,"₱2,124.40"
79122,Credit Card,Credit Card,"₱2,409.00"
79124,Debit Card,Debit Card,"₱1,981.41"
79126,GCash,GCash,"₱1,301.70"
79128,Debit Card,Debit Card,"₱1,601.25"
79130,Credit Card,Credit Card,"₱1,944.38"
79133,Debit Card,Debit Card,"₱1,786.43"
79139,Debit Card,Debit Card,"₱2,412.77"
79142,Cash,Cash,"₱3,749.14"
79144,Credit Card,Credit Card,"₱2,651.00"
79146,Credit Card,Credit Card,"₱4,384.40"
79148,Credit Card,Credit Card,"₱2,504.14"
79150,Debit Card,Debit Card,"₱4,874.55"
79152,Cash,Cash,"₱1,673.57"
79154,Credit Card,Credit Card,"₱5,020.63"
79156,Cash,Cash,₱266.88
79158,Cash,Cash,"₱1,089.29"
79161,Debit Card,Debit Card,"₱1,475.98"
79162,Cash,Cash,₱865.98
79166,Cash,Cash,₱838.75
79167,Cash,Cash,₱408.48
79170,Debit Card,Debit Card,₱484.73
79171,Credit Card,Credit Card,₱909.55
79173,Debit Card,Debit Card,"₱4,264.55"
79175,Debit Card,Debit Card,"₱1,138.30"
79183,GCash,GCash,₱708.04
79186,Credit Card,Credit Card,₱490.18
79187,GCash,GCash,₱150.00
79191,Cash,Cash,"₱1,481.25"
79195,GCash,GCash,"₱1,650.00"
79199,Credit Card,Credit Card,"₱1,503.21"
79207,Credit Card,Credit Card,"₱2,296.88"
79209,Credit Card,Mastercard,"₱3,218.84"
79216,GCash,GCash,₱150.00
79218,Debit Card,Debit Card,₱964.02
79220,Credit Card,Visa,₱408.48
79222,Credit Card,Mastercard,₱450.00
79225,Credit Card,Mastercard,₱920.45
79228,GCash,GCash,₱300.00
79230,Credit Card,Mastercard,"₱4,691.50"
79236,Credit Card,Mastercard,"₱6,541.16"
79238,Credit Card,Mastercard,"₱2,320.18"
79240,Credit Card,Mastercard,₱853.13
79245,Credit Card,Visa,"₱2,173.13"
79247,GCash,GCash,₱593.66
79250,Credit Card,Mastercard,"₱1,138.30"
79251,Credit Card,Mastercard,"₱2,472.68"
79255,Credit Card,Mastercard,₱450.00
79256,Credit Card,Mastercard,"₱2,870.27"
79257,Cash,Cash,₱130.71
79259,Cash,Cash,₱605.84
79261,Credit Card,Mastercard,₱638.09
79264,Credit Card,Mastercard,"₱1,502.86"
79265,GCash,GCash,"₱1,699.29"
79267,Credit Card,Credit Card,"₱2,695.00"
79268,Cash,Cash,₱261.43
79272,Credit Card,Mastercard,"₱1,416.07"
79280,Food Panda,Food Panda,₱125.00
79282,Credit Card,Credit Card,₱915.00
79284,Credit Card,Credit Card,"₱2,265.71"
79286,Credit Card,Credit Card,₱735.27
79288,Credit Card,Credit Card,"₱1,797.32"
79290,Cash,Cash,₱637.23
79293,GCash,GCash,"₱3,641.00"
79295,Credit Card,Credit Card,₱484.73
79298,Credit Card,Credit Card,"₱5,725.11"
79300,Credit Card,Credit Card,₱835.00
79302,Credit Card,Credit Card,"₱3,159.37"
79304,GCash,GCash,"₱5,261.25"
79306,Credit Card,Credit Card,₱936.79
79309,Credit Card,Credit Card,"₱1,389.95"
79310,Credit Card,Credit Card,₱459.38
79312,Cash,Cash,"₱2,020.63"
79314,Credit Card,Credit Card,₱816.96
79315,Credit Card,Mastercard,"₱3,300.00"
79325,Credit Card,Credit Card,"₱1,216.82"
79327,Credit Card,Credit Card,"₱1,623.04"
79329,GCash,GCash,₱397.59
79333,Credit Card,Credit Card,"₱1,303.50"
79341,Credit Card,Credit Card,₱595.00
79342,Credit Card,Credit Card,₱813.22
79346,Credit Card,Credit Card,₱479.28
79352,GCash,GCash,"₱1,083.84"
79354,Credit Card,Credit Card,"₱1,557.68"
79356,GCash,GCash,"₱3,068.08"
79358,Debit Card,Debit Card,"₱1,824.55"
79366,Credit Card,Credit Card,"₱1,274.46"
79368,GCash,GCash,"₱1,334.38"
79372,Debit Card,Debit Card,"₱3,694.98"
79382,Credit Card,Credit Card,"₱4,291.11"
79394,Debit Card,Debit Card,"₱2,173.72"
79412,Credit Card,Credit Card,₱990.00
79414,Cash,Cash,"₱3,088.13"
79415,Cash,Cash,₱386.70
79417,GCash,GCash,"₱2,238.48"
79419,Credit Card,Credit Card,₱257.21
79427,Debit Card,Debit Card,"₱2,965.45"
79437,GCash,GCash,₱811.21
79443,Credit Card,Credit Card,₱487.50
79445,Debit Card,Debit Card,"₱2,697.22"
79455,Debit Card,Debit Card,"₱8,166.55"
79457,BDO,BDO,"₱17,011.13"
79458,Cash,Cash,"₱1,454.20"
79461,Credit Card,Mastercard,"₱2,924.73"
79464,GCash,GCash,"₱2,096.88"
79467,Credit Card,Mastercard,"₱3,589.20"
79470,Credit Card,Mastercard,"₱1,617.59"
79473,Credit Card,Mastercard,"₱3,000.98"
79476,Credit Card,Mastercard,"₱4,515.09"
79479,Cash,Cash,"₱2,096.88"
79482,Credit Card,Mastercard,"₱3,638.21"
79485,GCash,GCash,"₱1,606.70"
79488,Credit Card,Mastercard,"₱3,207.95"
79491,GCash,GCash,"₱1,655.71"
79494,Credit Card,Mastercard,"₱4,117.50"
79497,Cash,Cash,"₱2,276.61"
79500,Credit Card,Mastercard,"₱4,754.73"
79503,Credit Card,Mastercard,"₱3,142.59"
79504,Cash,Cash,"₱1,519.55"
79507,Credit Card,Mastercard,"₱4,188.30"
79509,GCash,GCash,"₱2,336.52"
79512,Credit Card,Mastercard,"₱4,814.64"
79513,Cash,Cash,"₱1,323.48"
79514,Credit Card,Mastercard,"₱2,761.34"
79516,GCash,GCash,"₱2,031.52"
79519,Credit Card,Mastercard,"₱3,425.80"
79520,Cash,Cash,"₱1,590.36"
79522,Credit Card,Mastercard,"₱4,329.91"
79525,Credit Card,Mastercard,"₱2,875.71"
79527,Cash,Cash,"₱1,399.73"
79528,GCash,GCash,"₱2,113.21"
79531,Credit Card,Mastercard,"₱3,828.84"
79533,Credit Card,Mastercard,"₱4,607.68"
79536,Cash,Cash,"₱1,601.25"
79538,Credit Card,Mastercard,"₱3,033.66"
79539,Cash,Cash,"₱1,519.55"
79542,Credit Card,Mastercard,"₱4,449.73"
79545,GCash,GCash,"₱2,216.70"
79547,Credit Card,Mastercard,"₱3,763.48"
79550,Cash,Cash,"₱1,655.71"
79551,Credit Card,Mastercard,"₱3,120.80"
79554,Cash,Cash,"₱1,557.68"
79557,Credit Card,Mastercard,"₱4,057.59"
79560,Credit Card,Mastercard,"₱4,912.68"
79561,Credit Card,Mastercard,"₱1,301.70"
79563,Cash,Cash,₱936.79
79564,GCash,GCash,"₱2,162.23"
79567,Credit Card,Mastercard,"₱2,695.98"
79569,Cash,Cash,"₱1,443.30"
79572,Cash,Cash,"₱1,394.29"
79573,GCash,GCash,"₱1,072.95"
79576,Credit Card,Mastercard,"₱2,243.93"
79578,Credit Card,Mastercard,"₱3,088.13"
79581,Cash,Cash,"₱1,677.50"
79583,GCash,GCash,"₱2,194.91"
79585,Cash,Cash,"₱1,486.88"
79588,Credit Card,Mastercard,"₱3,006.43"
79590,Credit Card,Mastercard,"₱3,627.32"
79593,Cash,Cash,"₱1,388.84"
79595,Credit Card,Mastercard,"₱2,314.73"
79597,Credit Card,Mastercard,"₱1,367.05"
79598,Cash,Cash,₱936.80
79601,GCash,GCash,"₱2,091.46"
79603,Credit Card,Mastercard,"₱2,766.82"
79606,Cash,Cash,"₱1,557.70"
79608,Cash,Cash,"₱1,416.09"
79610,GCash,GCash,"₱1,007.60"
79613,Credit Card,Mastercard,"₱2,298.42"
79614,Credit Card,Mastercard,"₱3,126.29"
79617,Cash,Cash,"₱1,699.39"
79620,Credit Card,Mastercard,"₱2,227.61"
79622,Cash,Cash,"₱1,486.88"
79624,GCash,GCash,"₱3,028.22"
79627,Credit Card,Mastercard,"₱3,763.50"
79628,Cash,Cash,"₱1,601.25"
79631,Credit Card,Mastercard,"₱2,298.42"
